final_20.png,2.png,1
final_21.png,2.png,1
final_210.png,2.png,1
final_211.png,2.png,1
final_212.png,2.png,0
final_213.png,2.png,1
final_214.png,2.png,1
final_215.png,2.png,1
final_22.png,2.png,1
final_23.png,2.png,1
final_24.png,2.png,1
final_25.png,2.png,1
final_26.png,2.png,1
final_27.png,2.png,1
final_28.png,2.png,1
final_29.png,2.png,1
final_40.png,4.png,1
final_41.png,4.png,1
final_410.png,4.png,1
final_411.png,4.png,1
final_412.png,4.png,1
final_413.png,4.png,1
final_414.png,4.png,1
final_415.png,4.png,1
final_42.png,4.png,1
final_43.png,4.png,1
final_44.png,4.png,1
final_45.png,4.png,1
final_46.png,4.png,1
final_47.png,4.png,1
final_48.png,4.png,0
final_49.png,4.png,1
final_70.png,7.png,1
final_71.png,7.png,1
final_710.png,7.png,1
final_711.png,7.png,1
final_712.png,7.png,1
final_713.png,7.png,0
final_714.png,7.png,1
final_715.png,7.png,1
final_72.png,7.png,1
final_73.png,7.png,1
final_74.png,7.png,1
final_75.png,7.png,1
final_76.png,7.png,1
final_77.png,7.png,1
final_78.png,7.png,1
final_79.png,7.png,1
